-2.00000000000000000000 -2.00000000000000000000
-2.00000000000000000000 -1.80000000000000000000
-2.00000000000000000000 -1.60000000000000000000
-2.00000000000000000000 -1.40000000000000000000
-2.00000000000000000000 -1.20000000000000000000
-2.00000000000000000000 -1.00000000000000000000
-1.66666666666666666667 -2.00000000000000000000
-1.66666666666666666667 -1.80000000000000000000
-1.66666666666666666667 -1.60000000000000000000
-1.66666666666666666667 -1.40000000000000000000
-1.66666666666666666667 -1.20000000000000000000
-1.66666666666666666667 -1.00000000000000000000
-1.33333333333333333334 -2.00000000000000000000
-1.33333333333333333334 -1.80000000000000000000
-1.33333333333333333334 -1.60000000000000000000
-1.33333333333333333334 -1.40000000000000000000
-1.33333333333333333334 -1.20000000000000000000
-1.33333333333333333334 -1.00000000000000000000
-1.00000000000000000001 -2.00000000000000000000
-1.00000000000000000001 -1.80000000000000000000
-1.00000000000000000001 -1.60000000000000000000
-1.00000000000000000001 -1.40000000000000000000
-1.00000000000000000001 -1.20000000000000000000
-1.00000000000000000001 -1.00000000000000000000
